attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,categories,latitude,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.Payment Types.mastercard,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,attributes.Payment Types.amex,name,hours.Monday.open,attributes.Waiter Service,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Good For.dinner,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Good For Kids,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Payment Types.cash_only,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Payment Types.discover,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Payment Types.visa,type,attributes.Caters,attributes.Ambience.intimate,attributes.Music.playlist,attributes.Good For.latenight,attributes.Price Range,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.By Appointment Only,attributes.Dietary Restrictions.kosher,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Hair Types Specialized In.perms,attributes.Music.jukebox,attributes.Ambience.upscale
NA,NA,NA,10:00,NA,NA,NA,NA,9:00,"[u'Hair Salons', u'Beauty & Spas']",40.496411,NA,NA,NA,NA,FALSE,_tV_uvbF3JFgsYRtoRWM-Q,NA,NA,10:00,NA,NA,Mane Attractions Unlimited,10:00,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,5,NA,PA,TRUE,18:00,NA,NA,FALSE,NA,"567 Lincoln Ave
Bellevue
Bellvue, PA 15202",17:00,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,17:00,NA,TRUE,Bellvue,NA,NA,NA,2.5,NA,business,NA,NA,NA,NA,2,NA,-80.057993,17:00,NA,17:00,16:00,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,10:00,NA,NA,NA,NA,NA,[u'Bellevue'],NA,NA,NA,NA,NA
NA,NA,NA,8:30,NA,NA,NA,NA,8:30,"[u'Bakeries', u'Food']",40.496068,NA,NA,NA,NA,FALSE,7wT532x2Qz5Hw9BqtBapqw,NA,NA,8:30,NA,NA,Lincoln Bakery,8:30,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,14,NA,PA,TRUE,20:00,NA,NA,FALSE,NA,"543 Lincoln Ave
Bellevue
Bellevue, PA 15202",20:00,NA,NA,NA,NA,NA,NA,8:30,NA,NA,NA,20:00,NA,TRUE,Bellevue,NA,NA,NA,4,NA,business,NA,NA,NA,NA,2,NA,-80.057219,20:00,NA,20:00,20:00,NA,FALSE,9:00,NA,NA,NA,NA,17:00,NA,NA,NA,NA,NA,NA,8:30,NA,NA,NA,NA,NA,[u'Bellevue'],NA,NA,NA,NA,NA
FALSE,NA,NA,NA,NA,NA,NA,NA,NA,[u'Restaurants'],40.487671,FALSE,none,FALSE,NA,FALSE,udZJ8YgsHdqtFDQkyPTV1Q,FALSE,NA,NA,FALSE,NA,Arby's Roast Beef Restaurants,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,3,NA,PA,TRUE,NA,FALSE,NA,FALSE,TRUE,"4260 Ohio River Blvd
Bellevue
Pittsburgh, PA 15202",NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,TRUE,Pittsburgh,NA,NA,NA,3,NA,business,FALSE,FALSE,NA,FALSE,1,NA,-80.055464,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,quiet,NA,casual,NA,TRUE,[u'Bellevue'],NA,FALSE,NA,NA,FALSE
NA,NA,NA,9:00,NA,NA,NA,NA,9:00,"[u'Thrift Stores', u'Shopping']",40.495483,NA,NA,NA,NA,TRUE,kKmvSJ6Z8UVPdrnL74bqrg,NA,NA,9:00,NA,NA,Red White & Blue Thrift Store,9:00,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,17,NA,PA,FALSE,18:00,NA,NA,FALSE,NA,"935 Ohio River Blvd
Avalon
Pittsburgh, PA 15202",18:00,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,18:00,NA,TRUE,Pittsburgh,NA,NA,NA,4,NA,business,NA,NA,NA,NA,1,NA,-80.065652,18:00,NA,18:00,18:00,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,NA,NA,[u'Avalon'],NA,NA,NA,NA,NA
FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,"[u'American (Traditional)', u'Restaurants']",40.4966408,FALSE,none,FALSE,NA,FALSE,ucKQlQvOeJxETLNkpKcaSw,FALSE,NA,NA,TRUE,NA,Rusty Nail,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,17,NA,PA,TRUE,NA,FALSE,TRUE,FALSE,TRUE,"560 Lincoln Ave
Bellevue
Bellevue, PA 15202",NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,no,TRUE,Bellevue,NA,NA,NA,3.5,NA,business,TRUE,FALSE,NA,FALSE,1,NA,-80.057381,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,quiet,NA,casual,NA,TRUE,[u'Bellevue'],NA,FALSE,NA,NA,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Food', u'Ice Cream & Frozen Yogurt']",40.459082,NA,NA,NA,NA,FALSE,Rjx8GcWuCzfVsKC5iPIcQA,NA,NA,NA,NA,NA,Remember When,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,8,NA,PA,TRUE,NA,NA,NA,FALSE,NA,"3860 Chartiers Ave
Windgap
Pittsburgh, PA 15204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,TRUE,Pittsburgh,NA,NA,NA,3.5,NA,business,NA,NA,NA,NA,1,NA,-80.077006,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Windgap'],NA,NA,NA,NA,NA
NA,NA,NA,9:00,NA,NA,NA,NA,9:00,"[u'Shopping', u'Home Services', u'Movers', u'Home & Garden', u'Antiques', u'Home Decor']",40.4499962,NA,NA,NA,NA,NA,CxAupi9tjzTaGG5Fasu9Eg,NA,NA,9:00,NA,NA,Paul's Clock Repair,8:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,PA,FALSE,14:00,NA,NA,NA,NA,"1234 Straka St
Crafton Heights
Pittsburgh, PA 15204",14:00,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,14:00,NA,TRUE,Pittsburgh,NA,NA,NA,5,NA,business,NA,NA,NA,NA,NA,NA,-80.0575565,19:00,NA,14:00,14:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,NA,NA,[u'Crafton Heights'],NA,NA,NA,NA,NA
NA,NA,NA,10:00,NA,NA,NA,NA,10:00,"[u'Food', u'Beer, Wine & Spirits']",40.463717,NA,NA,NA,NA,TRUE,s74Tq6WKV1b91UFRr7ch7g,NA,NA,10:00,NA,NA,Pistella Beer Distributors,10:00,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,11,NA,PA,TRUE,21:00,NA,NA,FALSE,NA,"5514 Penn Ave
Friendship
Pittsburgh, PA 15206",21:00,NA,NA,NA,NA,NA,NA,10:00,NA,NA,NA,21:00,NA,TRUE,Pittsburgh,NA,NA,NA,4,NA,business,NA,NA,NA,NA,2,NA,-79.931884,21:00,NA,21:00,21:00,NA,FALSE,7:00,NA,NA,NA,NA,17:00,NA,NA,NA,NA,NA,NA,10:00,NA,NA,NA,NA,NA,[u'Friendship'],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Pet Services', u'Pet Groomers', u'Pet Boarding/Pet Sitting', u'Pets']",40.4882149,NA,NA,NA,NA,NA,ljKPmpxxTJSEArW2T-ikFA,NA,NA,NA,NA,NA,Animal Elegance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,PA,NA,NA,NA,NA,NA,NA,"7315 Butler St
Morningside
Pittsburgh, PA 15206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Pittsburgh,NA,NA,NA,3.5,NA,business,NA,NA,NA,NA,NA,NA,-79.920642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Morningside'],NA,NA,NA,NA,NA
FALSE,NA,NA,16:00,NA,NA,NA,NA,16:00,"[u'Tapas/Small Plates', u'Restaurants', u'Italian']",40.450249,TRUE,full_bar,FALSE,NA,FALSE,ZL6DNzyenFm9Kpz6uADlNg,FALSE,NA,16:00,FALSE,NA,Pino's Contemporary Italian Restaurant & Wine Bar,16:00,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,46,NA,PA,TRUE,22:00,FALSE,NA,FALSE,TRUE,"6738 Reynolds St
Point Breeze
Pittsburgh, PA 15206",22:00,NA,NA,FALSE,NA,NA,TRUE,16:00,NA,FALSE,FALSE,22:00,no,TRUE,Pittsburgh,NA,TRUE,NA,2.5,NA,business,TRUE,FALSE,NA,FALSE,2,NA,-79.9145,21:00,NA,22:00,22:00,FALSE,FALSE,16:00,NA,NA,NA,FALSE,21:00,TRUE,NA,NA,NA,NA,NA,16:00,average,NA,casual,NA,TRUE,[u'Point Breeze'],NA,FALSE,NA,NA,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Auto Repair', u'Automotive']",40.467794,NA,NA,NA,NA,NA,G-PlXGCY3G4zNOUzD61ZDA,NA,NA,NA,NA,NA,Brunos Garage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,PA,NA,NA,NA,NA,NA,NA,"518 Mellon St
East Liberty
Pittsburgh, PA 15206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Pittsburgh,NA,NA,NA,5,NA,business,NA,NA,NA,NA,NA,NA,-79.926611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'East Liberty'],NA,NA,NA,NA,NA
NA,NA,NA,8:30,NA,NA,NA,NA,8:30,"[u'Auto Repair', u'Automotive', u'Auto Parts & Supplies']",40.462105,NA,NA,NA,NA,NA,PWU8x7SJdc0ZI0oWOkPfww,NA,NA,8:30,NA,NA,Broadway Auto Parts,8:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,PA,NA,17:30,NA,NA,NA,NA,"6113 Broad St
East Liberty
Pittsburgh, PA 15206",17:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17:30,NA,TRUE,Pittsburgh,NA,NA,NA,5,NA,business,NA,NA,NA,NA,NA,NA,-79.922481,17:30,NA,17:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30,NA,NA,NA,NA,NA,[u'East Liberty'],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Auto Repair', u'Automotive']",40.457881,NA,NA,NA,NA,NA,l-dc5DeNBiHYJA1XO4cFPA,NA,NA,NA,NA,NA,Bastone Auto Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,PA,NA,NA,NA,NA,NA,NA,"235 Carron St
Shadyside
Pittsburgh, PA 15206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Pittsburgh,NA,NA,NA,4,NA,business,NA,NA,NA,NA,NA,NA,-79.924269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Shadyside'],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Food', u'Grocery', u'Shopping', u'Drugstores']",40.458577,NA,NA,NA,NA,TRUE,BG4N0V93wml9kaU6YYRxRA,NA,NA,NA,NA,NA,Giant Eagle,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,10,NA,PA,TRUE,NA,NA,NA,FALSE,NA,"6320 Shakespeare St
Ste 7
Shadyside
Pittsburgh, PA 15206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Pittsburgh,NA,TRUE,NA,2.5,NA,business,NA,NA,NA,NA,2,NA,-79.921053,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[u'Shadyside'],FALSE,NA,NA,NA,NA
NA,NA,NA,9:00,NA,NA,NA,NA,9:00,"[u'Hair Salons', u""Men's Hair Salons"", u'Beauty & Spas']",40.458335,NA,NA,NA,NA,FALSE,rM-yscH8mBLYvpWnmvuPMw,NA,NA,9:00,NA,NA,Supercuts,9:00,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,7,NA,PA,TRUE,20:00,NA,NA,FALSE,NA,"219 S Highland Ave
Shadyside Plaza
Shadyside
Pittsburgh, PA 15206",20:00,NA,NA,NA,NA,NA,NA,9:00,NA,NA,NA,20:00,NA,TRUE,Pittsburgh,NA,NA,NA,2,NA,business,NA,NA,NA,NA,1,NA,-79.924717,20:00,NA,20:00,18:00,TRUE,FALSE,10:00,NA,NA,NA,NA,17:00,NA,TRUE,NA,NA,NA,NA,9:00,NA,NA,NA,NA,NA,[u'Shadyside'],NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,"[u'Pizza', u'Restaurants']",40.4852511,FALSE,NA,NA,NA,FALSE,OcTG-KzDleuRub-pb6JS3Q,NA,NA,NA,FALSE,NA,Eddie's Pizza Haus,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,5,NA,PA,TRUE,NA,FALSE,NA,FALSE,TRUE,"1744 Chislett St
Morningside
Pittsburgh, PA 15206",NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,TRUE,Pittsburgh,NA,NA,NA,4,NA,business,NA,NA,NA,FALSE,1,NA,-79.9259794,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,casual,NA,TRUE,[u'Morningside'],NA,NA,NA,NA,NA
